id,text,persian,verse,surah,surahName,section,part,prostration,cut_off_letters,page
"4217","فَلَمَّا رَأَوْا بَأْسَنَا قَالُوا آمَنَّا بِاللَّهِ وَحْدَهُ وَکَفَرْنَا بِمَا کُنَّا بِهِ مُشْرِکِین","پس‌ چون‌ سختی‌ [عذاب‌] ‌ما ‌را‌ دیدند، گفتند: تنها ‌به‌ ‌خدا‌ ایمان‌ آوردیم‌ و بدانچه‌ ‌با‌ ‌او‌ شریک‌ می‌کردیم‌ کافر شدیم","84","40","غافر","95","24","","","476"
"4218","فَلَمْ یَکُ یَنفَعُهُمْ إِیمَانُهُمْ لَمَّا رَأَوْا بَأْسَنَا سُنَّتَ اللَّهِ الَّتِی قَدْ خَلَتْ فِی عِبَادِهِ وَخَسِرَ هُنَالِکَ الْکَافِرُون","ولی‌] ایمانشان‌ ‌آنها‌ ‌را‌ سودی‌ نبخشید ‌آن‌ هنگام‌ ‌که‌ عذاب‌ ‌ما ‌را‌ مشاهده‌ کردند ‌این‌ سنّت‌ خداست‌ ‌که‌ ‌از‌ [دیرباز] ‌در‌ باره‌ی‌ بندگانش‌ چنین‌ جاری‌ ‌شده‌، و ‌آن‌ جاست‌ ‌که‌ کافران‌ زیان‌ کرده‌اند","85","40","غافر","95","24","","","476"
"4219","حم","حا، میم","1","41","فصلت","95","24","","true","477"
"4220","تَنزِیلٌ مِّنَ الرَّحْمَنِ الرَّحِیم","این‌ کتاب‌] فرو فرستاده‌ ‌از‌ جانب‌ [خدای‌] هستی‌ بخش‌ مهربان‌ ‌است","2","41","فصلت","95","24","","","477"
"4221","کِتَابٌ فُصِّلَتْ آیَاتُهُ قُرْآنًا عَرَبِیًّا لِّقَوْمٍ یَعْلَمُون","کتابی‌ ‌است‌ ‌که‌ آیات‌ ‌آن‌ تفصیل‌ داده‌ ‌شده‌ [‌به‌ شکل‌] قرآنی‌ ‌به‌ زبان‌ عربی‌ ‌برای‌ مردمی‌ ‌که‌ بدانند","3","41","فصلت","95","24","","","477"
"4222","بَشِیرًا وَنَذِیرًا فَأَعْرَضَ أَکْثَرُهُمْ فَهُمْ لَا یَسْمَعُون","بشارتگر و هشدار دهنده‌ ‌است‌ ولی‌ بیشتر آنان‌ رویگردان‌ شدند، ‌از‌ ‌این‌ رو [چیزی‌] نمی‌شنوند","4","41","فصلت","95","24","","","477"
"4223","وَقَالُوا قُلُوبُنَا فِی أَکِنَّةٍ مِّمَّا تَدْعُونَا إِلَیْهِ وَفِی آذَانِنَا وَقْرٌ وَمِن بَیْنِنَا وَبَیْنِکَ حِجَابٌ فَاعْمَلْ إِنَّنَا عَامِلُون","و گفتند: دل‌های‌ ‌ما ‌از‌ آنچه‌ ‌ما ‌را‌ ‌به‌ ‌آن‌ می‌خوانی‌ سخت‌ محجوب‌ ‌است‌، و ‌در‌ گوش‌های‌ ‌ما سنگینی‌ و میان‌ ‌ما و تو حجابی‌ ‌است‌ ‌پس‌ تو ‌به‌ کار ‌خود‌ پرداز ‌ما [‌هم‌] ‌به‌ کار ‌خود‌ می‌پردازیم","5","41","فصلت","95","24","","","477"
"4224","قُلْ إِنَّمَا أَنَا بَشَرٌ مِّثْلُکُمْ یُوحَى إِلَیَّ أَنَّمَا إِلَهُکُمْ إِلَهٌ وَاحِدٌ فَاسْتَقِیمُوا إِلَیْهِ وَاسْتَغْفِرُوهُ وَوَیْلٌ لِّلْمُشْرِکِین","بگو: ‌من‌ تنها بشری‌ چون‌ شمایم‌، [جز ‌این‌ ‌که‌] ‌به‌ ‌من‌ وحی‌ می‌شود ‌که‌ خدای‌ ‌شما‌ خدای‌ یگانه‌ ‌است‌ ‌پس‌ مستقیما ‌به‌ ‌او‌ توجه‌ کنید و ‌از‌ ‌او‌ آمرزش‌ بخواهید، و وای‌ ‌بر‌ مشرکان","6","41","فصلت","95","24","","","477"
"4225","الَّذِینَ لَا یُؤْتُونَ الزَّکَاةَ وَهُم بِالْآخِرَةِ هُمْ کَافِرُون","همان‌ها ‌که‌ زکات‌ نمی‌دهند و ‌ایشان‌ ‌به‌ آخرت‌ کافرند","7","41","فصلت","95","24","","","477"
"4226","إِنَّ الَّذِینَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ أَجْرٌ غَیْرُ مَمْنُون","همانا کسانی‌ ‌که‌ ایمان‌ آورده‌، کارهای‌ شایسته‌ کردند، آنان‌ ‌را‌ پاداشی‌ بی‌پایان‌ ‌است","8","41","فصلت","95","24","","","477"
"4227","قُلْ أَئِنَّکُمْ لَتَکْفُرُونَ بِالَّذِی خَلَقَ الْأَرْضَ فِی یَوْمَیْنِ وَتَجْعَلُونَ لَهُ أَندَادًا ذَلِکَ رَبُّ الْعَالَمِین","بگو: آیا ‌شما‌ واقعا ‌به‌ ‌آن‌ کسی‌ ‌که‌ زمین‌ ‌را‌ ‌در‌ دو روز آفرید، کافر می‌شوید و ‌برای‌ ‌او‌ همتایانی‌ قرار می‌دهید! ‌او‌ پروردگار جهانیان‌ ‌است","9","41","فصلت","96","24","","","477"
"4228","وَجَعَلَ فِیهَا رَوَاسِیَ مِن فَوْقِهَا وَبَارَکَ فِیهَا وَقَدَّرَ فِیهَا أَقْوَاتَهَا فِی أَرْبَعَةِ أَیَّامٍ سَوَاءً لِّلسَّائِلِین","و ‌در‌ زمین‌ کوه‌های‌ ریشه‌داری‌ ‌بر‌ روی‌ ‌آن‌ قرار داد و ‌در‌ ‌آن‌ خیر و برکت‌ نهاد و رزق‌ و روزی‌ ‌آن‌ ‌را‌ ‌در‌ چهار روز درست‌ ‌به‌ اندازه‌ی‌ نیاز تقاضا کنندگان‌ تقدیر نمود","10","41","فصلت","96","24","","","477"
"4229","ثُمَّ اسْتَوَى إِلَى السَّمَاءِ وَهِیَ دُخَانٌ فَقَالَ لَهَا وَلِلْأَرْضِ ائْتِیَا طَوْعًا أَوْ کَرْهًا قَالَتَا أَتَیْنَا طَائِعِین","سپس‌ ‌به‌ آسمان‌ پرداخت‌ ‌در‌ حالی‌ ‌که‌ [‌به‌ صورت‌] دودی‌ ‌بود‌ ‌پس‌ ‌به‌ ‌آن‌ و ‌به‌ زمین‌ ‌گفت‌: ‌با‌ میل‌ ‌ یا ‌ اجبار بیایید گفتند: فرمانبردارانه‌ آمدیم","11","41","فصلت","96","24","","","477"
"4230","فَقَضَاهُنَّ سَبْعَ سَمَاوَاتٍ فِی یَوْمَیْنِ وَأَوْحَى فِی کُلِّ سَمَاءٍ أَمْرَهَا وَزَیَّنَّا السَّمَاءَ الدُّنْیَا بِمَصَابِیحَ وَحِفْظًا ذَلِکَ تَقْدِیرُ الْعَزِیزِ الْعَلِیم","پس‌ ‌آنها‌ ‌را‌ ‌در‌ دو روز [‌ یا ‌ دوره‌] هفت‌ آسمان‌ کرد و ‌در‌ ‌هر‌ آسمانی‌ کار [مربوط ‌به‌] ‌آن‌ ‌را‌ وحی‌ کرد، و آسمان‌ نزدیک‌تر ‌را‌ ‌به‌ چراغ‌ها آذین‌ کردیم‌ و حفاظت‌ [نمودیم‌] ‌این‌ تدبیر ‌آن‌ نیرومند داناست","12","41","فصلت","96","24","","","478"
"4231","فَإِنْ أَعْرَضُوا فَقُلْ أَنذَرْتُکُمْ صَاعِقَةً مِّثْلَ صَاعِقَةِ عَادٍ وَثَمُود","پس‌ ‌اگر‌ روی‌ برتافتند بگو: ‌شما‌ ‌را‌ ‌از‌ صاعقه‌ای‌ مانند صاعقه عاد و ثمود هشدار دادم","13","41","فصلت","96","24","","","478"
"4232","إِذْ جَاءَتْهُمُ الرُّسُلُ مِن بَیْنِ أَیْدِیهِمْ وَمِنْ خَلْفِهِمْ أَلَّا تَعْبُدُوا إِلَّا اللَّهَ قَالُوا لَوْ شَاءَ رَبُّنَا لَأَنزَلَ مَلَائِکَةً فَإِنَّا بِمَا أُرْسِلْتُم بِهِ کَافِرُون","چون‌ فرستادگان‌ [‌ما] ‌از‌ پیش‌ رو و ‌از‌ پشت‌ سرشان‌ ‌به‌ سراغشان‌ آمدند [و گفتند] ‌که‌ جز ‌خدا‌ ‌را‌ مپرستید گفتند: ‌اگر‌ پروردگار ‌ما می‌خواست‌ [پیامبر بفرستد]، قطعا فرشتگانی‌ می‌فرستاد، ‌پس‌ ‌ما ‌به‌ آنچه‌ بدان‌ مبعوث‌ شده‌اید کافریم","14","41","فصلت","96","24","","","478"
"4233","فَأَمَّا عَادٌ فَاسْتَکْبَرُوا فِی الْأَرْضِ بِغَیْرِ الْحَقِّ وَقَالُوا مَنْ أَشَدُّ مِنَّا قُوَّةً أَوَلَمْ یَرَوْا أَنَّ اللَّهَ الَّذِی خَلَقَهُمْ هُوَ أَشَدُّ مِنْهُمْ قُوَّةً وَکَانُوا بِآیَاتِنَا یَجْحَدُون","و امّا عادیان‌، ‌به‌ ناحق‌، ‌در‌ زمین‌ سر برافراشتند و گفتند: چه‌ کسی‌ ‌از‌ ‌ما نیرومندتر ‌است‌! آیا ندانسته‌اند ‌که‌ ‌آن‌ خدایی‌ ‌که‌ خلقشان‌ کرده‌ ‌خود‌ ‌از‌ ‌ایشان‌ نیرومندتر ‌است‌! و [‌به‌ خاطر ‌این‌ احساس‌ قدرت‌] آیات‌ ‌ما ‌را‌ انکار می‌کردند","15","41","فصلت","96","24","","","478"
"4234","فَأَرْسَلْنَا عَلَیْهِمْ رِیحًا صَرْصَرًا فِی أَیَّامٍ نَّحِسَاتٍ لِّنُذِیقَهُمْ عَذَابَ الْخِزْیِ فِی الْحَیَاةِ الدُّنْیَا وَلَعَذَابُ الْآخِرَةِ أَخْزَى وَهُمْ لَا یُنصَرُون","پس‌ ‌بر‌ ‌آنها‌ تندبادی‌ غرّنده‌ ‌در‌ روزهایی‌ شوم‌ فرستادیم‌ ‌تا‌ ‌در‌ زندگی‌ دنیا عذاب‌ رسوایی‌ ‌را‌ بدانان‌ بچشانیم‌، و قطعا عذاب‌ آخرت‌ رسوا کننده‌تر ‌است‌ و ‌ایشان‌ یاری‌ نمی‌شوند","16","41","فصلت","96","24","","","478"
"4235","وَأَمَّا ثَمُودُ فَهَدَیْنَاهُمْ فَاسْتَحَبُّوا الْعَمَى عَلَى الْهُدَى فَأَخَذَتْهُمْ صَاعِقَةُ الْعَذَابِ الْهُونِ بِمَا کَانُوا یَکْسِبُون","و امّا ثمودیان‌، ‌پس‌ ‌آنها‌ ‌را‌ هدایت‌ کردیم‌، ولی‌ کوری‌ ‌را‌ ‌بر‌ هدایت‌ برگزیدند، ‌پس‌ ‌به‌ خاطر آنچه‌ مرتکب‌ می‌شدند صاعقه‌ی‌ عذاب‌ خفّت‌بار ‌آنها‌ ‌را‌ ‌در‌ گرفت","17","41","فصلت","96","24","","","478"
"4236","وَنَجَّیْنَا الَّذِینَ آمَنُوا وَکَانُوا یَتَّقُون","و کسانی‌ ‌را‌ ‌که‌ ایمان‌ آورده‌ و پرهیزکاری‌ می‌کردند نجات‌ دادیم","18","41","فصلت","96","24","","","478"
"4237","وَیَوْمَ یُحْشَرُ أَعْدَاءُ اللَّهِ إِلَى النَّارِ فَهُمْ یُوزَعُون","و روزی‌ ‌که‌ دشمنان‌ ‌خدا‌ ‌به‌ سوی‌ آتش‌ گردآوری‌ و سپس‌ یکجا بازداشت‌ می‌شوند","19","41","فصلت","96","24","","","478"
"4238","حَتَّى إِذَا مَا جَاءُوهَا شَهِدَ عَلَیْهِمْ سَمْعُهُمْ وَأَبْصَارُهُمْ وَجُلُودُهُم بِمَا کَانُوا یَعْمَلُون","تا‌ زمانی‌ ‌که‌ نزد ‌آن‌ [آتش‌] بیایند، گوششان‌ و دیدگانشان‌ و پوستشان‌ ‌به‌ آنچه‌ می‌کرده‌اند ‌بر‌ ضدّشان‌ گواهی‌ دهند","20","41","فصلت","96","24","","","478"
"4239","وَقَالُوا لِجُلُودِهِمْ لِمَ شَهِدتُّمْ عَلَیْنَا قَالُوا أَنطَقَنَا اللَّهُ الَّذِی أَنطَقَ کُلَّ شَیْءٍ وَهُوَ خَلَقَکُمْ أَوَّلَ مَرَّةٍ وَإِلَیْهِ تُرْجَعُون","و ‌به‌ پوست‌ [بدن‌] ‌خود‌ می‌گویند: چرا ‌بر‌ ضدّ ‌ما شهادت‌ دادید! گویند: همان‌ خدایی‌ ‌که‌ ‌هر‌ چیز ‌را‌ ‌به‌ سخن‌ می‌آورد، ‌ما ‌را‌ ‌به‌ سخن‌ آورده‌ و ‌او‌ نخستین‌ بار ‌شما‌ ‌را‌ [‌که‌ چیزی‌ نبودید] آفرید و ‌به‌ سوی‌ ‌او‌ برگردانده‌ می‌شوید","21","41","فصلت","96","24","","","479"
"4240","وَمَا کُنتُمْ تَسْتَتِرُونَ أَن یَشْهَدَ عَلَیْکُمْ سَمْعُکُمْ وَلَا أَبْصَارُکُمْ وَلَا جُلُودُکُمْ وَلَکِن ظَنَنتُمْ أَنَّ اللَّهَ لَا یَعْلَمُ کَثِیرًا مِّمَّا تَعْمَلُون","شما‌ ‌که‌ [گناهانتان‌ ‌را‌] پنهان‌ می‌کردید ‌به‌ خاطر ‌این‌ نبود ‌که‌ ‌از‌ شهادت‌ گوش‌ و چشم‌ و پوست‌ تن‌ ‌خود‌ بیم‌ داشتید، بلکه‌ خیال‌ می‌کردید ‌که‌ ‌خدا‌ ‌از‌ بسیاری‌ ‌از‌ کارهایی‌ ‌که‌ می‌کنید آگاه‌ نمی‌شود","22","41","فصلت","96","24","","","479"
"4241","وَذَلِکُمْ ظَنُّکُمُ الَّذِی ظَنَنتُم بِرَبِّکُمْ أَرْدَاکُمْ فَأَصْبَحْتُم مِّنَ الْخَاسِرِین","و ‌این‌ گمان‌ بدی‌ ‌بود‌ ‌که‌ ‌در‌ باره‌ی‌ پروردگارتان‌ داشتید ‌شما‌ ‌را‌ هلاک‌ نمود و ‌از‌ زیانکاران‌ شدید","23","41","فصلت","96","24","","","479"
"4242","فَإِن یَصْبِرُوا فَالنَّارُ مَثْوًى لَّهُمْ وَإِن یَسْتَعْتِبُوا فَمَا هُم مِّنَ الْمُعْتَبِین","پس‌ ‌اگر‌ صبر کنند [‌ یا ‌ نکنند]، آتش‌ جایگاه‌ آنهاست‌، و ‌اگر‌ رضای‌ ‌خدا‌ ‌را‌ بخواهند [و پوزش‌ بطلبند] مورد رضایت‌ قرار نمی‌گیرند","24","41","فصلت","96","24","","","479"
"4243","وَقَیَّضْنَا لَهُمْ قُرَنَاءَ فَزَیَّنُوا لَهُم مَّا بَیْنَ أَیْدِیهِمْ وَمَا خَلْفَهُمْ وَحَقَّ عَلَیْهِمُ الْقَوْلُ فِی أُمَمٍ قَدْ خَلَتْ مِن قَبْلِهِم مِّنَ الْجِنِّ وَالْإِنسِ إِنَّهُمْ کَانُوا خَاسِرِین","و ‌برای‌ ‌آنها‌ همدمانی‌ گماشتیم‌ ‌که‌ آنچه‌ [‌از‌ لذت‌های‌ دنیوی‌] ‌در‌ پیش‌ روی‌ ‌خود‌ و آنچه‌ پشت‌ سرشان‌ [‌در‌ حال‌ و آینده‌] داشتند ‌در‌ نظر ‌آنها‌ بیاراستند، و ‌بر‌ ‌آنها‌ نیز همان‌ عذابی‌ ‌که‌ ‌بر‌ سر پیشینیان‌ ‌آنها‌ ‌از‌ جن‌ و انس‌ آمده‌ ‌بود‌ محقّق‌ شد همانا ‌آنها‌ زیانکار بودند","25","41","فصلت","96","24","","","479"
"4244","وَقَالَ الَّذِینَ کَفَرُوا لَا تَسْمَعُوا لِهَذَا الْقُرْآنِ وَالْغَوْا فِیهِ لَعَلَّکُمْ تَغْلِبُون","و کسانی‌ ‌که‌ کافر شدند گفتند: ‌به‌ ‌این‌ قرآن‌ گوش‌ ندهید و ‌در‌ [تلاوت‌] ‌آن‌ هیاهو کنید ‌تا‌ غلبه‌ یابید","26","41","فصلت","96","24","","","479"
"4245","فَلَنُذِیقَنَّ الَّذِینَ کَفَرُوا عَذَابًا شَدِیدًا وَلَنَجْزِیَنَّهُمْ أَسْوَأَ الَّذِی کَانُوا یَعْمَلُون","و قطعا کسانی‌ ‌را‌ ‌که‌ کافر شدند عذابی‌ سخت‌ می‌چشانیم‌، و حتما ‌آنها‌ ‌را‌ ‌به‌ بدتر ‌از‌ آنچه‌ می‌کردند جزا می‌دهیم","27","41","فصلت","96","24","","","479"
"4246","ذَلِکَ جَزَاءُ أَعْدَاءِ اللَّهِ النَّارُ لَهُمْ فِیهَا دَارُ الْخُلْدِ جَزَاءً بِمَا کَانُوا بِآیَاتِنَا یَجْحَدُون","آری‌، سزای‌ دشمنان‌ ‌خدا‌ همان‌ آتش‌ ‌است‌ ‌که‌ ‌در‌ ‌آن‌ منزل‌ همیشگی‌ دارند ‌به‌ سزای‌ ‌این‌ ‌که‌ آیات‌ ‌ما ‌را‌ انکار می‌کردند","28","41","فصلت","96","24","","","479"
"4247","وَقَالَ الَّذِینَ کَفَرُوا رَبَّنَا أَرِنَا اللَّذَیْنِ أَضَلَّانَا مِنَ الْجِنِّ وَالْإِنسِ نَجْعَلْهُمَا تَحْتَ أَقْدَامِنَا لِیَکُونَا مِنَ الْأَسْفَلِین","و کسانی‌ ‌که‌ کفر ورزیدند، گویند: پروردگارا! ‌آن‌ دو گروه‌ ‌از‌ جن‌ّ و انس‌ ‌را‌ ‌که‌ ‌ما ‌را‌ گمراه‌ کردند ‌به‌ ‌ما نشان‌ ده‌ ‌تا‌ ‌آنها‌ ‌را‌ زیر پاهایمان‌ نهیم‌ [و لگدمال‌ کنیم‌] ‌تا‌ ‌از‌ پست‌ترین‌ها شوند","29","41","فصلت","96","24","","","479"
"4248","إِنَّ الَّذِینَ قَالُوا رَبُّنَا اللَّهُ ثُمَّ اسْتَقَامُوا تَتَنَزَّلُ عَلَیْهِمُ الْمَلَائِکَةُ أَلَّا تَخَافُوا وَلَا تَحْزَنُوا وَأَبْشِرُوا بِالْجَنَّةِ الَّتِی کُنتُمْ تُوعَدُون","بی‌گمان‌، کسانی‌ ‌که‌ گفتند: پروردگار ‌ما خداست‌، سپس‌ ایستادگی‌ کردند، فرشتگان‌ ‌بر‌ ‌آنها‌ نازل‌ می‌شوند ‌که‌ بیم‌ مدارید و غمگین‌ مباشید و مژده‌ باد ‌شما‌ ‌را‌ ‌به‌ بهشتی‌ ‌که‌ وعده‌ داده‌ می‌شدید","30","41","فصلت","96","24","","","480"
"4249","نَحْنُ أَوْلِیَاؤُکُمْ فِی الْحَیَاةِ الدُّنْیَا وَفِی الْآخِرَةِ وَلَکُمْ فِیهَا مَا تَشْتَهِی أَنفُسُکُمْ وَلَکُمْ فِیهَا مَا تَدَّعُون","ما ‌در‌ زندگی‌ دنیا و ‌در‌ آخرت‌ مددکاران‌ و دوستان‌ شماییم‌، و ‌هر‌ چه‌ دلتان‌ بخواهد، ‌در‌ [بهشت‌] ‌برای‌ ‌شما‌ فراهم‌ ‌است‌، و ‌هر‌ چه‌ ‌در‌ ‌آن‌ جا خواستار باشید خواهید داشت","31","41","فصلت","96","24","","","480"
"4250","نُزُلًا مِّنْ غَفُورٍ رَّحِیم","سفره‌ای‌ ‌از‌ جانب‌ خدای‌ آمرزنده‌ی‌ مهربان‌ ‌است","32","41","فصلت","96","24","","","480"
"4251","وَمَنْ أَحْسَنُ قَوْلًا مِّمَّن دَعَا إِلَى اللَّهِ وَعَمِلَ صَالِحًا وَقَالَ إِنَّنِی مِنَ الْمُسْلِمِین","و کیست‌ خوش‌ گفتارتر ‌از‌ ‌آن‌ کس‌ ‌که‌ ‌به‌ سوی‌ ‌خدا‌ دعوت‌ نماید و کار نیک‌ کند و گوید: ‌من‌ ‌از‌ مسلمانانم","33","41","فصلت","96","24","","","480"
"4252","وَلَا تَسْتَوِی الْحَسَنَةُ وَلَا السَّیِّئَةُ ادْفَعْ بِالَّتِی هِیَ أَحْسَنُ فَإِذَا الَّذِی بَیْنَکَ وَبَیْنَهُ عَدَاوَةٌ کَأَنَّهُ وَلِیٌّ حَمِیم","و نیکی‌ ‌با‌ بدی‌ یکسان‌ نیست‌ [بدی‌ ‌را‌] ‌با‌ آنچه‌ نیکوتر ‌است‌ دفع‌ کن‌ ‌که‌ ناگاه‌ [خواهی‌ دید] همان‌ کسی‌ ‌که‌ میان‌ تو و ‌او‌ دشمنی‌ ‌بود‌، چون‌ دوستی‌ صمیمی‌ گشته‌ ‌است","34","41","فصلت","96","24","","","480"
"4253","وَمَا یُلَقَّاهَا إِلَّا الَّذِینَ صَبَرُوا وَمَا یُلَقَّاهَا إِلَّا ذُو حَظٍّ عَظِیم","و ‌این‌ [خصلت‌ خوب‌] جز ‌به‌ کسانی‌ ‌که‌ شکیبایند عطا نشود و ‌آن‌ ‌را‌ جز کسی‌ ‌که‌ دارای‌ بهره‌ی‌ بزرگ‌ [‌از‌ ایمان‌ و تقوا] ‌است‌ ‌به‌ دست‌ نیاورد","35","41","فصلت","96","24","","","480"
"4254","وَإِمَّا یَنزَغَنَّکَ مِنَ الشَّیْطَانِ نَزْغٌ فَاسْتَعِذْ بِاللَّهِ إِنَّهُ هُوَ السَّمِیعُ الْعَلِیم","و ‌اگر‌ ‌از‌ جانب‌ شیطان‌ دستخوش‌ وسوسه‌ای‌ شدی‌، ‌به‌ ‌خدا‌ پناه‌ ببر ‌که‌ ‌او‌ ‌خود‌ شنوای‌ داناست","36","41","فصلت","96","24","","","480"
"4255","وَمِنْ آیَاتِهِ اللَّیْلُ وَالنَّهَارُ وَالشَّمْسُ وَالْقَمَرُ لَا تَسْجُدُوا لِلشَّمْسِ وَلَا لِلْقَمَرِ وَاسْجُدُوا لِلَّهِ الَّذِی خَلَقَهُنَّ إِن کُنتُمْ إِیَّاهُ تَعْبُدُون","و ‌از‌ آیات‌ ‌خدا‌ شب‌ و روز و خورشید و ماه‌ ‌است‌ نه‌ ‌برای‌ خورشید سجده‌ کنید نه‌ ‌برای‌ ماه‌، و ‌خدا‌ ‌را‌ سجده‌ کنید ‌که‌ ‌آنها‌ ‌را‌ خلق‌ کرده‌، ‌اگر‌ تنها ‌او‌ ‌را‌ می‌پرستید","37","41","فصلت","96","24","true","","480"
"4256","فَإِنِ اسْتَکْبَرُوا فَالَّذِینَ عِندَ رَبِّکَ یُسَبِّحُونَ لَهُ بِاللَّیْلِ وَالنَّهَارِ وَهُمْ لَا یَسْأَمُون","پس‌ ‌اگر‌ [‌از‌ عبادت‌ ‌خدا‌] تکبر کردند، [‌در‌ عوض‌] کسانی‌ ‌که‌ ‌در‌ پیشگاه‌ پروردگار تواند (فرشتگان‌ و اولیا) شبانه‌روز ‌او‌ ‌را‌ نیایش‌ می‌کنند و خسته‌ نمی‌شوند","38","41","فصلت","96","24","","","480"
"4257","وَمِنْ آیَاتِهِ أَنَّکَ تَرَى الْأَرْضَ خَاشِعَةً فَإِذَا أَنزَلْنَا عَلَیْهَا الْمَاءَ اهْتَزَّتْ وَرَبَتْ إِنَّ الَّذِی أَحْیَاهَا لَمُحْیِی الْمَوْتَى إِنَّهُ عَلَى کُلِّ شَیْءٍ قَدِیر","و ‌از‌ [دیگر] نشانه‌های‌ ‌او‌ ‌این‌ ‌است‌ ‌که‌ تو زمین‌ ‌را‌ افسرده‌ می‌بینی‌، و چون‌ باران‌ ‌بر‌ ‌آن‌ فرو فرستیم‌ ‌به‌ جنبش‌ ‌در‌ آید و گیاه‌ آورد آری‌ کسی‌ ‌که‌ ‌آن‌ ‌را‌ زنده‌ کرده‌ قطعا زنده‌ کننده‌ی‌ مردگان‌ ‌است‌ بی‌تردید ‌او‌ ‌بر‌ ‌هر‌ چیزی‌ تواناست","39","41","فصلت","96","24","","","481"
"4258","إِنَّ الَّذِینَ یُلْحِدُونَ فِی آیَاتِنَا لَا یَخْفَوْنَ عَلَیْنَا أَفَمَن یُلْقَى فِی النَّارِ خَیْرٌ أَم مَّن یَأْتِی آمِنًا یَوْمَ الْقِیَامَةِ اعْمَلُوا مَا شِئْتُمْ إِنَّهُ بِمَا تَعْمَلُونَ بَصِیر","همانا کسانی‌ ‌که‌ ‌در‌ آیات‌ ‌ما ‌به‌ انحراف‌ می‌روند ‌بر‌ ‌ما پوشیده‌ نیستند آیا کسی‌ ‌که‌ ‌در‌ آتش‌ افکنده‌ می‌شود بهتر ‌است‌ ‌ یا ‌ کسی‌ ‌که‌ روز قیامت‌ آسوده‌ خاطر می‌آید! ‌هر‌ چه‌ می‌خواهید بکنید ‌که‌ ‌او‌ ‌به‌ آنچه‌ می‌کنید بیناست","40","41","فصلت","96","24","","","481"
"4259","إِنَّ الَّذِینَ کَفَرُوا بِالذِّکْرِ لَمَّا جَاءَهُمْ وَإِنَّهُ لَکِتَابٌ عَزِیز","البتّه‌ کسانی‌ ‌که‌ ‌به‌ ‌این‌ قرآن‌، وقتی‌ ‌که‌ برایشان‌ آمد کافر شدند [نیز ‌بر‌ ‌ما پوشیده‌ نیستند]، و قطعا ‌این‌ کتابی‌ شکست‌ ناپذیر ‌است","41","41","فصلت","96","24","","","481"
"4260","لَّا یَأْتِیهِ الْبَاطِلُ مِن بَیْنِ یَدَیْهِ وَلَا مِنْ خَلْفِهِ تَنزِیلٌ مِّنْ حَکِیمٍ حَمِید","که‌ هیچ‌ گونه‌ باطلی‌ نه‌ ‌از‌ پیش‌ رو و نه‌ ‌از‌ پشت‌ سر [نه‌ ‌در‌ حال‌ و نه‌ ‌در‌ آینده‌] ‌به‌ ‌آن‌ راه‌ ندارد، [چرا ‌که‌] ‌از‌ جانب‌ حکیمی‌ ستوده‌ نازل‌ ‌شده‌ ‌است","42","41","فصلت","96","24","","","481"
"4261","مَّا یُقَالُ لَکَ إِلَّا مَا قَدْ قِیلَ لِلرُّسُلِ مِن قَبْلِکَ إِنَّ رَبَّکَ لَذُو مَغْفِرَةٍ وَذُو عِقَابٍ أَلِیم","به‌ تو گفته‌ نمی‌شود مگر آنچه‌ ‌به‌ پیامبران‌ پیش‌ ‌از‌ تو گفته‌ شد ‌به‌ راستی‌ پروردگار تو، ‌هم‌ دارای‌ مغفرت‌ و ‌هم‌ صاحب‌ عقوبتی‌ دردناک‌ ‌است","43","41","فصلت","96","24","","","481"
"4262","وَلَوْ جَعَلْنَاهُ قُرْآنًا أَعْجَمِیًّا لَّقَالُوا لَوْلَا فُصِّلَتْ آیَاتُهُ أَأَعْجَمِیٌّ وَعَرَبِیٌّ قُلْ هُوَ لِلَّذِینَ آمَنُوا هُدًى وَشِفَاءٌ وَالَّذِینَ لَا یُؤْمِنُونَ فِی آذَانِهِمْ وَقْرٌ وَهُوَ عَلَیْهِمْ عَمًى أُولَئِکَ یُنَادَوْنَ مِن مَّکَانٍ بَعِید","و ‌اگر‌ [‌این‌ کتاب‌ ‌را‌] قرآنی‌ ‌غیر‌ عربی‌ کرده‌ بودیم‌، قطعا می‌گفتند: چرا آیه‌های‌ ‌آن‌ روشن‌ بیان‌ نشده‌ ‌است‌! آیا [کتاب‌] عجمی‌ و [پیامبری‌] عربی‌! بگو: ‌این‌ [کتاب‌] ‌برای‌ کسانی‌ ‌که‌ ایمان‌ آورده‌اند هدایت‌ و درمان‌ ‌است‌، و کسانی‌ ‌که‌ ایمان‌ نمی‌آورند ‌در‌ گوش‌هایشان‌ سنگینی‌ ‌است‌ و قرآن‌ ‌بر‌ ‌آنها‌ [مایه] کوری‌ ‌است‌، [و گویی‌] ‌آنها‌ ‌از‌ جایی‌ دور ندا شوند","44","41","فصلت","96","24","","","481"
